airport_iata,airport_icao,lat,lon,name,city,country
FAO,LPFR,37.0154,-7.97197,Faro Airport,Faro,Portugal
LIS,LPPT,38.7701,-9.13775,Lisbon Airport,Lisbon,Portugal
FNC,LPMA,32.6919,-16.7768,Funchal Airport,Madeira,Portugal
OPO,LPPR,41.2372,-8.67341,Porto Airport,Maia,Portugal
PDL,LPPD,37.7375,-25.6983,Ponta Delgada Airport,Ponta Delgada,Portugal
PXO,LPPS,33.0667,-16.35,Porto Santo Airport,Porto Santo,Portugal
TER,LPLA,38.765,-27.0958,Lajes Airport,Praia da Vitória,Portugal
SMA,LPAZ,36.9658,-25.1714,Santa Maria Airport,Vila do Porto,Portugal
DOH,OTBD,25.2592,51.5658,Doha International Airport,Doha,Qatar
RUN,FMEE,-20.8772,55.5214,Saint Denis Gillot Airport,Sainte-Marie,Reunion
ZSE,FMEP,-20.8833,55.5333,Réunion,St Pierre dela Reunion,Reunion
ARW,LRAR,46.1805,21.2609,Ceala Airport,Arad,Romania
BCM,LRBC,46.5283,26.8997,Luizi Calugara Airport,Bacæu,Romania
BAY,LRBM,47.6589,23.465,Baia Mare,Baia Mare,Romania
BBU,LRBS,44.4966,26.087,Aeroportul National Bucuresti-Baneasa,Bucharest,Romania
OTP,LROP,44.5656,26.1029,Otopeni Airport,Bucharest,Romania
CLJ,LRCL,46.7902,23.6984,Someseni Airport,Clausemburgo,Romania
CRA,LRCV,44.3173,23.8447,Craiova Airport,Croiova,Romania
IAS,LRIA,47.1814,27.617,Iasi North Airport,Ilasi,Romania
CND,LRCK,44.3581,28.4896,Constanta Mihail Kogalniceanu Airport,Kustenje,Romania
OMR,LROD,47.0249,21.9292,Oradea Airport,Oradea-Mare,Romania
SUJ,LRSM,47.7134,22.8887,Satu Mare Airport,Satu Mare,Romania
SBZ,LRSB,45.7882,24.0943,Turnisor Airport,Sibiu,Romania
SCV,LRSV,47.6943,26.363,Suceava Salcea Airport,,Romania
TSR,LRTR,45.8047,21.3377,Timisoara Northeast Airport,,Romania
TGM,LRTM,46.4676,24.4203,Vidrasau Airport,,Romania
MMK,KMMK,68.7794,32.7434,Murmashi Airport,Apatity,Russia
ARH,ULAA,64.4465,40.4242,Arkhangelsk Airport,Arkhangel'sk,Russia
ASF,URWA,46.2971,48.0515,Astrakhan Southeast Airport,Astrakhan',Russia
BAX,KBAX,53.3667,83.75,Barnaui West Airport,Barnaul,Russia
CSY,UWKS,56.1311,47.2882,Russia,Cheboksary,Russia
PKC,UHPP,53.1663,158.447,Petropavlovsk Yelizovo Airport,Elizovo,Russia
IKT,UUII,52.2604,104.404,Irkutsk Southeast Airport,Irkutsk,Russia
KJA,UNKL,56.1688,92.4987,Yelovaya Airport,Kansk,Russia
MCX,KMCX,42.8209,47.6288,Makhachkala-Uytash Airport,Khasavyurt,Russia
UUS,UHSS,46.8885,142.724,Yuzhno Sakhalinsk South Airport,Kholmsk,Russia
MRV,URMM,44.2026,43.1352,Mineral'nyye Vody,Mineralnye Vody,Russia
NBC,KNBC,59.4615,108.832,Russia,Naberevnye Chelny,Russia
VVO,UHWW,43.3972,132.156,Artem North Airport,Nakhodka,Russia
AMV,ULDD,69.7638,61.5586,Amderma Airport,Nar'yan-Mar,Russia
AAQ,URKA,44.9,37.3167,Olkhovka Airport,Novorossiysk,Russia
OVB,UNNT,55.0078,82.6508,Tolmachevo Airport,Novosibirsk,Russia
UFA,UWUU,54.5569,55.8893,Ufa South Airport,Oufa,Russia
DME,UUDD,55.4025,37.9136,Domodedovo Airport,Podol'sk,Russia
VKO,UUWW,55.5978,37.285,Ynukovo Airport,Podol'sk,Russia
AER,URSS,43.447,39.9552,Adler Airport,Sochi,Russia
LED,ULLI,59.9667,30.3,Pulkuvo 2 Airport,St. Petersburg,Russia
PEX,KPEX,65.1179,57.1095,Pechora Southwest Airport,Ukhta,Russia
SVX,USSS,56.7435,60.7911,Koltsovo Airport,Yekaterinburg,Russia
SVO,UUEE,55.9621,37.4189,Sheremtyevo Airport,Zelenograd,Russia
CEK,KCEK,55.3104,61.4913,Chelyabinsk Balandino Airport,Zlatoust,Russia
ABA,UNAA,53.7167,91.4333,Abakan,Abakan,Russian Federation
PEZ,KPEZ,53.2167,45,Penza,Penza,Russian Federation
KGL,HRYR,-1.9678,30.14,Kigali Airport,Kigali,Rwanda
SKB,TKPK,17.3128,-62.7178,Golden Rock Airport,Basseterre,Saint Kitts and Nevis
NEV,TKPN,17.2,-62.6,Newcastle Airport,Nevis,Saint Kitts and Nevis
FSP,LFVP,46.7708,-56.1667,St Pierre Airport,St Pierre,Saint Pierre and Miquelon
SVD,TVSV,13.1422,-61.2111,E T Joshua Airport,Kingstown,Saint Vincent and the Grenadines
APW,NSFA,-13.8255,-171.993,Faleolo Airport,Apia,Samoa
ABT,OEBA,20.2961,41.6342,Al Baha Airport,Al Aqiq,Saudi Arabia
AHB,OEAB,18.24,42.6556,Abha Airport,Hajlah,Saudi Arabia
JED,OEJN,21.706,39.1386,King Abdul Aziz International Airport,Jeddah,Saudi Arabia
DMM,OEDF,26.4722,49.8058,King Fahd International Airport,Khuwaylidiyah,Saudi Arabia
RUH,OERK,24.9625,46.7078,King Khalid International Airport,Riyadh,Saudi Arabia
XXN,OERY,46.4931,-90.4134,Riyadh Air Base,Riyadh,Saudi Arabia
AJF,OESK,29.7897,40.1039,Al Jouf Airport,Sakakah,Saudi Arabia
TUU,KTUU,28.3722,36.6253,Tabuk Airport,Tabuk,Saudi Arabia
YNB,OEYN,24.145,38.0636,Yenbo Airport,Yanbu al Bahr,Saudi Arabia
TIF,KTIF,21.4831,40.5439,Taif Airport,,Saudi Arabia
DKR,GOOY,14.7417,-17.4931,Dakar Yoff Airport,Ngor,Senegal
XLS,GOSS,16.0503,-16.4603,Saint Louis Airport,,Senegal
PRN,KPRN,42.5753,21.0364,Pristina Airport,Prishtina,Serbia
BEG,LYBE,44.8192,20.3122,Surcin Airport,Surčin,Serbia
SEZ,FSIA,-4.6751,55.5177,Seychelles International Airport,Victoria,Seychelles
FNA,GFLL,8.6181,-13.1994,Freetown Lungi Airport,Freetown,Sierra Leone
XSP,WSSL,1.4167,103.869,Seletar Airport,Singapore,Singapore
SIN,WSSS,1.3578,103.991,Singapore Changi Airport,Singapore,Singapore
BTS,LZIB,48.2063,17.2055,Bratislava Airport,Bratislava,Slovakia
KSC,LZKZ,48.6548,21.2487,Barca Airport,Kosice,Slovakia
TAT,LZTT,49.0663,20.2445,Poprad Tatry Airport,Poprad,Slovakia
LJU,LJLJ,46.2247,14.4608,Ljubljana Airport,Ljubljana,Slovenia
BSA,HCMF,11.2775,49.1814,Somalia,Bossaso,Somalia
BUO,HCMV,65.8514,12.344,Burao,Burao,Somalia
BFN,FABL,-29.0942,26.3027,J B M Hertzog Airport,Bloemfontein,South Africa
CPT,FACT,-33.9647,18.6022,D F Malan Airport,Cape Town,South Africa
DUR,FADN,-29.9736,30.9472,Louis Botha Airport,Durban,South Africa
ELS,FAEL,-33.0361,27.8239,Ben Schoeman Airport,East London,South Africa
GRJ,FAGG,-34.005,22.3792,P W Botha Airport,George,South Africa
JNB,FAJS,-26.1219,28.2467,OR Tambo International Airport,Johannesburg,South Africa
KIM,FAKM,-28.8014,24.7639,B J Vorster Airport,Kimberley,South Africa
AKS,FAKS,-27.6667,27.3167,Kroonstad Airport,Kroonstad,South Africa
AAM,FAMD,-24.8,31.5333,Mala Mala,Mala Mala,South Africa
PLZ,FAPE,-33.9861,25.6139,H F Verwoerd Airport,Port Elizabeth,South Africa
UTN,FAUP,-28.3986,21.2528,Pierre Van Ryneveld Airport,Upington,South Africa
PUS,RKPP,35.1777,128.937,Kimhae International Airport,Busan,South Korea
ICN,RKSI,37.4534,126.657,New Incheon International Airport,Incheon,South Korea
CJU,RKPC,33.5056,126.495,Cheju International Airport,Jeju-Si,South Korea
CJJ,KCJJ,36.7131,127.509,Cheongju International Airport,Naesu-Eup,South Korea
GMP,RKSS,37.5563,126.793,Gimpo International Airport,Seoul,South Korea
ABC,LEAB,38.9833,-1.85,Los Llanos,Albacete,Spain
LEI,LEAM,36.8459,-2.37221,Almeria Airport,Almeria,Spain
FUE,GCFV,28.3997,-13.9998,Puerto del Rosario Airport,Antigua,Spain
BJZ,LEBZ,38.8939,-6.81921,Talavera la Real Airport,Badajoz,Spain
SPC,GCLA,28.6676,-17.7708,Santa Cruz de la Palma Airport,Breña Alta,Spain
OVD,LEAS,43.5596,-6.03102,Asturias Airport,Castrillón,Spain
BCN,LEBL,41.3006,2.07976,Barcelona International Airport,El Prat de Llobregat,Spain
ALC,LEAL,38.2844,-0.5576,Alicante Airport,Elx,Spain
TFS,GCTS,28.0474,-16.5705,Sur-Reina Sofia Airport,Granadilla,Spain
XRY,LEJR,36.7497,-6.06054,Jerez Airport,Jerez,Spain
BIO,LEBB,43.3025,-2.91112,Bilbao Airport,Loiu,Spain
MAD,LEMD,40.4684,-3.56769,Barajas Airport,Madrid,Spain
AGP,LEMG,36.6749,-4.49298,Malaga Airport,Malaga,Spain
VLC,LEVC,39.4929,-0.47617,Valencia Airport,Manises,Spain
PNA,KPNA,42.7672,-1.64017,Pamplona Airport,Noáin,Spain
PMI,LEPA,39.5495,2.73188,Palma de Mallorca Airport,Palma,Spain
REU,LERS,41.1444,1.15631,Reus Airport,Reus,Spain
LCG,LECO,43.3026,-8.37867,La Coruna Airport,S Esteban,Spain
ACE,GCRR,28.9521,-13.6085,Arrecife Airport,San Bartolomé,Spain
MJV,LELC,37.7697,-0.82098,Murcia San Javier Airport,San Javier,Spain
IBZ,LEIB,38.8755,1.36851,Ibiza Airport,San José,Spain
SCQ,LEST,42.8991,-8.41646,Santiago Airport,Santiago,Spain
SVQ,LEZL,37.4224,-5.89796,Sevilla Airport,Seville,Spain
TFN,GCXO,28.4978,-16.3419,Norte-Los Rodeos Airport,Tegueste,Spain
VLL,KVLL,41.7077,-4.84504,Valladolid Airport,Valladolid,Spain
VGO,LEVX,42.2258,-8.63269,Vigo Airport,Vigo,Spain
GRO,LEGE,41.8992,2.7646,Gerona Airport,Vilobí d'Onyar,Spain
ZAZ,LEZG,41.6607,-1.0078,Zaragoza Air Base,Zaragoza,Spain
CMB,VCBI,7.1806,79.8856,Katunayake International Airport,Gampaha,Sri Lanka
ASI,FHAW,-7.93586,-14.4081,Wideawake Fld,"Georgetown, Ascension Island",St. Helena
SLU,TLPC,14.0192,-60.9928,Vigie Airport,St Lucia,St. Lucia
UVF,TLPL,13.7336,-60.9542,Hewanorra International Airport,Vieux Fort,St. Lucia
ATB,HSAT,17.7,33.9833,Atbara,Atbara,Sudan
DOG,HSDN,19.1833,30.4833,Dongola Airport,Dongola,Sudan
PBM,SMJP,5.45,-55.1867,Zandery Airport,Sabakoe,Suriname
AGH,ESTA,56.2873,12.8675,Angelholm Airport,Angelholm,Sweden
AJR,ESNX,65.592,19.2647,Arvidsjaur Airport,Arvidsjaur,Sweden
SDL,KSDL,62.5249,17.4407,Sundsvall Harnosand Airport,Bergeforsen,Sweden
BMA,ESSB,59.3562,17.9378,Bromma Airport,Bromma,Sweden
HAD,KHAD,56.6819,12.8164,Halmstad Airport,Hamstad,Sweden
GOT,ESGG,57.6693,12.2957,Gothenburg Airport,Härryda,Sweden
OER,ESNO,63.4113,18.9916,Ornskoldsvik Airport,Husum,Sweden
GEV,KGEV,67.1345,20.8126,Lappland Airport,Koskullskulle,Sweden
GSE,ESGP,57.7774,11.8648,Save Airport,Kyrkobyn,Sweden
LPI,ESSL,58.4082,15.6586,Saab Airport,Linkoping,Sweden
LLA,ESPA,65.549,22.1233,Kallax Airport,Lulea,Sweden
ARN,ESSA,59.6521,17.9317,Arlanda Airport,Märst,Sweden
NYO,ESKN,58.7833,16.9224,Skavsta Airport,Nykoping,Sweden
ORB,KORB,59.2279,15.0455,Orebro Airport,Orebro,Sweden
MMX,ESMS,55.5406,13.3666,Sturup Airport,Svedala,Sweden
UME,ESNU,63.7932,20.2848,Umea Airport,Umea,Sweden
VXO,ESMX,56.9242,14.7318,Kronoberg Airport,Vaxjo,Sweden
LUG,KLUG,46.0013,8.90909,Lugano Airport,Agno,Switzerland
ACH,LSZR,47.4887,9.55376,Altenrhein Airport,Altenrhein,Switzerland
BRN,LSZB,46.9124,7.49929,Bern Belp Airport,Belp,Switzerland
GVA,LSGG,46.2329,6.10682,Geneva Airport,Geneva,Switzerland
ZRH,LSZH,47.454,8.56137,Zurich International Airport,Kloten,Switzerland
KAC,OSKL,37.0333,41.0833,Kamishly Airport,Al Qamishli,Syria
DAM,OSDI,33.4139,36.5178,Damascus International Airport,Damascus,Syria
DEZ,OSDZ,35.2822,40.1744,Deir Zzor Airport,Dayr az Zawr,Syria
ALP,OSAP,36.1808,37.2267,Aleppo International Airport,Djibrine,Syria
HUN,RCYU,24.0257,121.613,Hwmlien Airport,Hualien City,Taiwan
KHH,RCKH,22.5698,120.345,Kaohsiung International Airport,Kaohsiung City,Taiwan
TNN,RCNN,22.9634,120.216,Tainan Airport,Tainan City,Taiwan
TSA,RCSS,25.0637,121.552,Taipei Songshan Airport,Taipei City,Taiwan
TPE,RCTP,25.081,121.237,Taiwan Taoyuan International Airport,Taoyuan City,Taiwan
DYU,UTDD,38.5785,68.7773,Tajikistan,Dushanbe,Tajikistan
ARK,HTAR,-3.36515,36.6738,Arusha Airport,Arusha,Tanzania
DAR,HTDA,-6.8753,39.2019,Dar Es Salaam Airport,Dar es Salaam,Tanzania
JRO,HTKJ,-3.4278,37.0714,Kilimanjaro International Airport,Sanya,Tanzania
ZNZ,HTZA,-6.2203,39.2228,Zanzibar Airport,Stone Town,Tanzania
CNX,VTCC,18.7714,98.9628,Chiang Mai International Airport,Chiang Mai,Thailand
CEI,VTCT,19.8864,99.8306,Chiang Rai Airport,Chiang Rai,Thailand
DMK,VTBD,13.9181,100.59,Don Mueang,Don Muang,Thailand
HDY,VTSS,6.9294,100.399,Hat Yai International Airport,Hat Yai,Thailand
BKK,VTBS,13.9144,100.608,Bangkok International Airport,Lak Si,Thailand
URT,VTSB,9.1367,99.1417,Surat Thani Airport,Phun Phin,Thailand
HKT,VTSP,8.1106,98.3125,Phuket International Airport,Thalang,Thailand
LFW,DXXX,6.1625,1.255,Lome Tokoin Airport,Lome,Togo
TBU,NFTF,-21.2486,-175.136,Fua'amotu International Airport,Nuku'alofa,Tonga
TAB,TTCP,11.25,-60.6667,Crown Point Airport,Plymouth,Trinidad and Tobago
POS,TTPP,10.5936,-61.3386,Piarco Airport,Trinidad,Trinidad and Tobago
GAF,KGAF,34.4222,8.81944,Gafsa,Gafsa,Tunisia
DJE,DTTJ,33.8764,10.7792,Zarzis Airport,Hawmat as Suq,Tunisia
TUN,DTTA,36.8435,10.2348,Aeroport Tunis,Tunis,Tunisia
ADA,LTAF,36.9811,35.2803,Sakirpasa Airport,Adana,Turkey
ADF,LTAG,37.8099,38.3357,Adiyaman Airport,Adiyaman,Turkey
AJI,LTCO,39.7239,43.0618,Agri Airport,Agrı,Turkey
AYT,LTAI,36.9022,30.7917,Antalya Airport,Antalya,Turkey
ADB,LTBJ,38.32,27.1603,Gaziemir Airport,Azmir,Turkey
IST,LTBA,40.9857,28.8163,Ataturk Hava Limani Airport,Bakırköy,Turkey
BAL,LTCJ,37.93,41.1167,Batman Airport,Batman,Turkey
ESB,LTAC,40.1289,32.9961,Esenboga Airport,Çubuk,Turkey
DIY,LTCC,37.8947,40.2019,Diyarbakir Airport,Diyaribakir,Turkey
ASR,LTAU,38.7708,35.4939,Erkilet Airport,Kayseri,Turkey
MZH,KMZH,40.8303,35.5202,Merzifon,Merzifon,Turkey
DLM,LTBS,36.7125,28.7922,Dalaman Airport,Ortaca,Turkey
TZX,LTCD,41,39.7167,Trabzon Air Base,Trabzon,Turkey
SAW,LTFJ,40.9928,29.034,Istanbul Sabiha Gokcen Airport,Umraniye,Turkey
ASB,UTAA,37.9842,58.3294,Ashkhabad Northwest Airport,Ashgabat,Turkmenistan
NCA,KNCA,21.9167,-71.9425,North Caicos Airport,Bottle Creek Settlements,Turks And Caicos Islands
MDS,KMDS,21.7905,-71.7664,Middle Caicos Airport,Lorimers,Turks And Caicos Islands
PLS,MBPV,21.7728,-72.2683,Providenciales Airport,The Bight Settlements,Turks And Caicos Islands
FUN,NGFU,-8.52982,179.189,Funafuti International Airport,Funafuti,Tuvalu
EBB,HUEN,0.0417,32.4381,Entebbe International Airport,Entebbe,Uganda
DNK,UKDD,48.368,35.0942,Voloskoye Airport,Dnipropetrovs'k,Ukraine
DOK,UKCC,48.072,37.7426,Donetsk Airport,Donets'k,Ukraine
HRK,UKHH,49.9245,36.2946,Kharkov Airport,Kharkiv,Ukraine
KBP,UKBB,50.3405,30.9025,Borispol Airport,Kiev,Ukraine
IEV,UKKK,50.4069,30.4456,Zhulyany Airport,Kiev,Ukraine
LWO,UKLL,49.7977,23.9695,Sknilov Airport,L'viv,Ukraine
VSG,UKCW,48.5667,39.3333,Lugansk Airport,Luhans'k,Ukraine
ODS,UKOO,46.4402,30.6764,Odessa Central Airport,Odesa,Ukraine
AUH,OMAA,24.4331,54.6489,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates
FJR,OMFJ,25.1106,56.3267,Fujairah Airport,Al Fujayrah,United Arab Emirates
AAN,OMAL,24.25,55.75,Al Ain Airport,Ayn al Faydah,United Arab Emirates
DXB,OMDB,25.2509,55.3629,Dubai International Airport,Dubai,United Arab Emirates
RKT,OMRK,25.6111,55.9378,Ras Al Khaimah International Airport,,United Arab Emirates
ABZ,EGPD,57.2004,-2.20373,Aberdeen Dyce International Airport,Aberdeen,United Kingdom
BRR,EGPR,57.0251,-7.44967,North Bay Airport,Barra,United Kingdom
BWF,EGNL,54.1284,-3.26249,Walney Island Airport,Barrow in Furness,United Kingdom
CWL,EGFF,51.3998,-3.34475,Cardiff International Airport,Barry,United Kingdom
BHD,EGAC,54.6151,-5.87096,George Best Belfast City Airport,Belfast,United Kingdom
BHX,EGBB,52.4531,-1.73847,Birmingham International Airport,Birmingham,United Kingdom
BLK,EGNH,53.7756,-3.04118,Blackpool Airport,Blackpool,United Kingdom
BRS,EGGD,51.3848,-2.70526,Bristol International Airport,Bristol,United Kingdom
CBG,EGSC,52.2069,0.17355,Cambridge Airport,Cambridge,United Kingdom
BZZ,EGVN,51.7614,-1.57482,Brize Norton Airport,Carterton,United Kingdom
IOM,EGNS,54.0819,-4.6269,Ronaldsway Airport,Castletown,United Kingdom
GLO,EGBJ,51.8925,-2.1633,Gloucestershire Airport,Cheltenham,United Kingdom
BOH,EGHH,50.7797,-1.83424,Bournemouth International Airport,Christchurch,United Kingdom
CVT,EGBE,52.367,-1.4895,Coventry Airport,Coventry,United Kingdom
BFS,EGAA,54.6542,-6.225,Aldergrove Airport,Crumlin,United Kingdom
MME,EGNV,54.5116,-1.43475,Durham Tees Valley Airport,Darlington,United Kingdom
EMA,EGNX,52.8258,-1.33094,East Midlands International Airport,Derby,United Kingdom
DSA,EGCN,53.3954,-1.38243,Sheffield Airport,Doncaster Sheffield,United Kingdom
DND,EGPN,56.4538,-3.01347,Dundee Airport,Dundee,United Kingdom
EDI,EGPH,55.9486,-3.36431,Edinburgh International Airport,Edinburgh,United Kingdom
EXT,EGTE,50.7303,-3.4166,Exeter Airport,Exeter,United Kingdom
HRT,KHRT,54.0486,-1.25333,Linton-On-Ouse,Harrogate,United Kingdom
LHR,EGLL,51.4703,-0.45342,London Heathrow Airport,Hounslow,United Kingdom
IPW,EGSE,52.0285,1.19325,Ipswich Airport,Ipswich,United Kingdom
SYY,EGPO,58.2119,-6.32319,Stornoway Airport,Isle of lewis,United Kingdom
TSO,KTSO,49.9502,-6.32874,,Isles Of Scilly,United Kingdom
LBA,EGNM,53.8685,-1.66123,Leeds Bradford Airport,Leeds,United Kingdom
LPL,EGGP,53.3371,-2.85746,Liverpool John Lennon Airport,Liverpool,United Kingdom
LCY,EGLC,51.5039,0.04981,London City Airport,London,United Kingdom
LDY,EGAE,55.0402,-7.156,City of Derry Airport,Londonderry,United Kingdom
LTN,EGGW,51.8796,-0.37548,London Luton Airport,Luton,United Kingdom
MAN,EGCC,53.365,-2.27089,Manchester International Airport,Manchester,United Kingdom
MSE,GMSH,51.3448,1.35733,Kent International Airport,Manston,United Kingdom
NCL,EGNT,55.0374,-1.70962,Newcastle International Airport,Newcastle,United Kingdom
NQY,EGDG,50.4364,-5.01373,St Mawgan Airport,Newquay,United Kingdom
XNO,KXNO,54.2,-1.26,,Northallerton,United Kingdom
ORM,EGBK,52.3,-0.78333,Sywell Airport,Northampton,United Kingdom
NWI,EGSH,52.6704,1.27648,Norwich Airport,Norwich,United Kingdom
GLA,EGPF,55.8646,-4.43234,Glasgow International Airport,Paisley,United Kingdom
PLH,EGHD,50.423,-4.11154,Roborough Airport,Plymouth,United Kingdom
PIK,EGPK,55.5091,-4.6109,Glasgow Prestwick International Airport,Prestwick,United Kingdom
SZD,EGSY,53.3957,-1.38232,Sheffield City Airport,Sheffield,United Kingdom
SOU,EGHI,50.9512,-1.36139,Southampton International Airport,Southampton,United Kingdom
ADX,EGQL,56.377,-2.86117,Leuchars Airport,St. Andrews,United Kingdom
JER,KJER,49.205,-2.19729,Jersey Airport,St. Peter,United Kingdom
GCI,EGJB,49.4341,-2.60003,Guernsey Airport,St. Peter Port,United Kingdom
ACI,EGJA,49.7134,-2.22089,The Blaye Airport,St. Peter Port,United Kingdom
STN,EGSS,51.8894,0.26151,London Stansted International Airport,Stansted Mountfitchet,United Kingdom
SWS,EGFH,51.6006,-4.07,Swansea Airport,Swansea,United Kingdom
ABR,KABR,45.4536,-98.4189,Aberdeen Regional Airport,Aberdeen,United States
ABI,KABI,32.4164,-99.6803,Abilene Regional Airport,Abilene,United States
ADK,PADK,51.88,-176.639,Adak Airport,Adak,United States
BQN,TJBQ,18.496,-67.1357,Rafael Hernandez Airport,Aguadilla,United States
ALM,KALM,32.8407,-105.994,Alamogordo White Sands Regional Airport,Alamogordo,United States
ALS,KALS,37.4444,-105.865,San Luis Valley Regional Airport,Alamosa,United States
ABY,KABY,31.5328,-84.1867,Southwest Georgia Regional Airport,Albany,United States
ABQ,KABQ,35.0494,-106.625,Albuquerque International Airport,Albuquerque,United States
RIV,KRIV,33.8806,-117.259,March Air Force Base,Alessandro,United States
AEX,KAEX,31.323,-92.5417,Alexandria International Airport,Alexandria,United States
ABE,KABE,40.6514,-75.4342,Lehigh Valley International Airport,Allentown,United States
AIA,KAIA,42.0622,-102.81,Alliance Municipal Airport,Alliance,United States
APN,KAPN,45.07,-83.5683,Alpena County Regional Airport,Alpena,United States
AMA,KAMA,35.2177,-101.706,Amarillo International Airport,Amarillo,United States
AKP,PAKP,68.1916,-151.79,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States
ANC,PANC,61.1767,-149.961,Anchorage International Airport,Anchorage,United States
AGN,PAGN,57.4996,-134.577,Angoon Airport,Angoon,United States
ANV,PANV,62.65,-160.217,Anvik Airport,Anvik,United States
ATW,KATW,44.2603,-88.5111,Outagamie County Airport,Appleton,United States
ARC,PARC,68.1167,-145.583,Arctic Village Airport,Arctic Village,United States
DCA,KDCA,38.849,-77.0438,Washington National Airport,Arlington,United States
ASE,KASE,39.2197,-106.864,Aspen Pitkin County Airport-Sardy Field,Aspen,United States
ATL,KATL,33.6558,-84.4333,Hartsfield-Jackson Atlanta International Airport,Atlanta,United States
ATK,PATQ,70.4639,-157.331,Atqasuk Airport,Atqasuk,United States
AUG,KAUG,44.3181,-69.7933,Augusta State Airport,Augusta,United States
AGS,KAGS,33.3735,-81.9732,Bush Field Airport,Augusta,United States
AUS,KAUS,30.2027,-97.6653,Austin-Bergstrom International Airport,Austin,United States
BFL,KBFL,35.4288,-119.044,Kern County-Meadows Field Airport,Bakersfield,United States
BWI,KBWI,39.1841,-76.6745,Baltimore-Washington International Thurgood Mars,Baltimore,United States
BGR,KBGR,44.8086,-68.8167,Bangor International Airport,Bangor,United States
BRW,PABR,71.2892,-156.772,Wiley Post Will Rogers Memorial Airport,Barrow,United States
BOW,KBOW,27.9493,-81.7818,Bartow Municipal Airport,Bartow,United States
BTR,KBTR,30.533,-91.1567,Baton Rouge Metropolitan Airport,Baton Rouge,United States
BTL,KBTL,42.3046,-85.2448,W K Kellogg Airport,Battle Creek,United States
BPT,KBPT,29.9551,-94.0185,Jefferson County Airport,Beaumont,United States
WBQ,PAWB,66.359,-147.396,Alaska,Beaver,United States
BKW,KBKW,37.7849,-81.1174,Raleigh County Memorial Airport,Beaver,United States
BLV,KBLV,38.5412,-89.8499,Belleville,Belleville,United States
BLI,KBLI,48.7955,-122.532,Bellingham International Airport,Bellingham,United States
BJI,KBJI,47.5065,-94.9338,Bemidji-Beltrami County Airport,Bemidji,United States
XNA,KXNA,36.2756,-94.2955,Northwest Arkansas Regional Airport,Bentonville,United States
ANI,PANI,61.5742,-159.535,Aniak Airport,Bethel,United States
BET,PABE,60.7788,-161.847,Bethel Airport,Bethel,United States
BTT,PABT,66.9134,-151.551,Bettles Airport,Bettles,United States
BIL,KBIL,45.8034,-108.537,Logan International Airport,Billings,United States
BHM,KBHM,33.5604,-86.7492,Birmingham International Airport,Birmingham,United States
BIS,KBIS,46.7745,-100.757,Bismarck Municipal Airport,Bismarck,United States
BID,KBID,41.1696,-71.58,Block Island State Airport,Block Island,United States
BMI,KBMI,40.4841,-88.9134,Bloomington Normal Airport,Bloomington,United States
TRI,KTRI,36.4805,-82.4087,Tri-Cities Regional Airport,Blountville,United States
BOI,KBOI,43.5709,-116.222,Boise Air Terminal,Boise,United States
OVS,KOVS,43.1537,-90.6764,Boscobel Airport,Boscobel,United States
BOS,KBOS,42.3717,-71.0281,Gen E L Logan International Airport,Boston,United States
BZN,KBZN,45.7722,-111.157,Gallatin Field Airport,Bozeman,United States
BRD,KBRD,46.3909,-94.1413,Brainerd-Crow Wing County Regional Airport,Brainerd,United States
KPC,PAPC,65.2544,-166.856,Port Clarence Coast Guard Station,Brevig Mission,United States
BRO,KBRO,25.9064,-97.4321,Brownsville-South Padre Island International Air,Brownsville,United States
BQK,KBQK,31.2525,-81.4703,Glynco Jetport Airport,Brunswick,United States
BUF,KBUF,42.9309,-78.738,Greater Buffalo International Airport,Buffalo,United States
IFP,KIFP,35.1657,-114.557,Laughlin-Bullhead International Airport,Bullhead City,United States
BUR,KBUR,34.1963,-118.352,Burbank Glendale Pasadena Airport,Burbank,United States
BRL,KBRL,40.7816,-91.1197,Burlington Municipal Airport,Burlington,United States
BTM,KBTM,45.9544,-112.503,Bert Mooney Airport,Butte,United States
CAK,KCAK,40.9149,-81.4309,Akron Canton Regional Airport,Canton,United States
CNM,KCNM,32.3458,-104.251,Cavern City Air Terminal Airport,Carlsbad,United States
CLD,KCRQ,33.1255,-117.275,Mcclellan Palomar Airport,Carlsbad,United States
SJU,TJSJ,18.4367,-66.0095,Luis Munoz Marin Airport,Carolina,United States
CPR,KCPR,42.8966,-106.465,Natrona County International Airport,Casper,United States
CDC,KCDC,37.6992,-113.092,Cedar City Municipal Airport,Cedar City,United States
CID,KCID,41.8893,-91.7008,Cedar Rapids Municipal Airport,Cedar Rapids,United States
MFR,KMFR,42.3691,-122.874,Rogue Valley International-Medford Airport,Central Point,United States
CDR,KCDR,42.8284,-103.094,Chadron Municipal Airport,Chadron,United States
CRW,KCRW,38.3697,-81.5951,Yeager Airport,Charleston,United States
CLT,KCLT,35.2226,-80.946,Douglas International Airport,Charlotte,United States
STT,TIST,18.3333,-64.9667,Cyril E King International Airport,Charlotte Amalie,United States
SPB,KSPB,18.3409,-64.9698,St Thomas Seaplane Base,Charlotte Amalie,United States
CHA,KCHA,35.0373,-85.1966,Chattanooga Metropolitan Airport,Chattanooga,United States
